id,dateAdded,,name,,brand,categories,,,keys,manufacturer,,reviews.date,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,,,reviews.rating,,reviews.text,,,,price
2919,2024-02-10,,Amazon Fire HD 10,,Amazon,Tablets,,,"Amazon Fire HD 10, latest model",Amazon,,2024-04-23,2024-04-23,FALSE,TRUE,,,4,,Review for Amazon Fire HD 10: Excellent product,,,,901.82
2920,2024-03-20,,Razer Edge,,Razer,Gaming,,,"Razer Edge, latest model",Razer,,2024-04-16,2024-04-16,TRUE,FALSE,,,4,,Review for Razer Edge: Excellent product,,,,1007.9
2921,2024-01-05,,Asus ZenBook 14,,Asus,Computers,,,"Asus ZenBook 14, latest model",Asus,,2024-04-19,2024-04-19,TRUE,TRUE,,,4,,Review for Asus ZenBook 14: Excellent product,,,,131.14
2922,2024-02-27,,Microsoft Surface Go 3,,Microsoft,Tablets,,,"Microsoft Surface Go 3, latest model",Microsoft,,2024-04-26,2024-04-26,TRUE,TRUE,,,2,,Review for Microsoft Surface Go 3: Not up to the mark,,,,1648.32
2923,2024-03-02,,HP Spectre x360,,HP,Computers,,,"HP Spectre x360, latest model",HP,,2024-04-17,2024-04-17,TRUE,TRUE,,,4,,Review for HP Spectre x360: Excellent product,,,,1401.47
2924,2024-02-04,,Fujifilm X-T4,,Fujifilm,Cameras,,,"Fujifilm X-T4, latest model",Fujifilm,,2024-04-23,2024-04-23,TRUE,FALSE,,,5,,Review for Fujifilm X-T4: Excellent product,,,,1146.62
2925,2024-02-19,,Apple HomePod mini,,Apple,Smart Home,,,"Apple HomePod mini, latest model",Apple,,2024-04-10,2024-04-10,FALSE,TRUE,,,5,,Review for Apple HomePod mini: Excellent product,,,,1923.92
2926,2024-01-19,,JBL Charge 5,,JBL,Audio,,,"JBL Charge 5, latest model",JBL,,2024-04-14,2024-04-14,TRUE,FALSE,,,2,,Review for JBL Charge 5: Not up to the mark,,,,1541.11
2927,2024-03-06,,Razer Edge,,Razer,Gaming,,,"Razer Edge, latest model",Razer,,2024-04-24,2024-04-24,FALSE,FALSE,,,3,,Review for Razer Edge: Not up to the mark,,,,335.46
2928,2024-03-16,,Philips Hue White and Color Ambiance,,Philips,Smart Home,,,"Philips Hue White and Color Ambiance, latest model",Philips,,2024-04-18,2024-04-18,FALSE,TRUE,,,3,,Review for Philips Hue White and Color Ambiance: Not up to the mark,,,,1517.89
2929,2024-01-30,,Microsoft Surface Go 3,,Microsoft,Tablets,,,"Microsoft Surface Go 3, latest model",Microsoft,,2024-04-22,2024-04-22,TRUE,FALSE,,,3,,Review for Microsoft Surface Go 3: Not up to the mark,,,,111.66
2930,2024-01-18,,Panasonic Lumix GH6,,Panasonic,Cameras,,,"Panasonic Lumix GH6, latest model",Panasonic,,2024-04-10,2024-04-10,FALSE,FALSE,,,3,,Review for Panasonic Lumix GH6: Not up to the mark,,,,1254.0
2931,2024-02-04,,Oppo Find X6 Pro,,Oppo,Mobile Phones,,,"Oppo Find X6 Pro, latest model",Oppo,,2024-04-04,2024-04-04,TRUE,FALSE,,,3,,Review for Oppo Find X6 Pro: Not up to the mark,,,,760.7
2932,2024-01-16,,Amazon Echo Dot (5th Gen),,Amazon,Smart Home,,,"Amazon Echo Dot (5th Gen), latest model",Amazon,,2024-04-20,2024-04-20,FALSE,TRUE,,,1,,Review for Amazon Echo Dot (5th Gen): Not up to the mark,,,,1656.85
2933,2024-04-24,,Sony PlayStation 5,,Sony,Gaming,,,"Sony PlayStation 5, latest model",Sony,,2024-04-15,2024-04-15,TRUE,TRUE,,,2,,Review for Sony PlayStation 5: Not up to the mark,,,,1189.42
2934,2024-02-01,,Apple MacBook Pro 14,,Apple,Computers,,,"Apple MacBook Pro 14, latest model",Apple,,2024-04-01,2024-04-01,FALSE,TRUE,,,1,,Review for Apple MacBook Pro 14: Not up to the mark,,,,47.56
2935,2024-02-25,,Razer Blade 15,,Razer,Computers,,,"Razer Blade 15, latest model",Razer,,2024-04-10,2024-04-10,FALSE,FALSE,,,5,,Review for Razer Blade 15: Excellent product,,,,527.39
2936,2024-04-11,,JBL Charge 5,,JBL,Audio,,,"JBL Charge 5, latest model",JBL,,2024-04-17,2024-04-17,TRUE,FALSE,,,5,,Review for JBL Charge 5: Excellent product,,,,1970.57
2937,2024-01-28,,Garmin Venu 2 Plus,,Garmin,Wearables,,,"Garmin Venu 2 Plus, latest model",Garmin,,2024-04-20,2024-04-20,TRUE,FALSE,,,4,,Review for Garmin Venu 2 Plus: Excellent product,,,,1926.94
2938,2024-02-22,,Canon EOS R5,,Canon,Cameras,,,"Canon EOS R5, latest model",Canon,,2024-05-03,2024-05-03,TRUE,TRUE,,,5,,Review for Canon EOS R5: Excellent product,,,,406.98
2939,2024-02-18,,Samsung Galaxy Watch 5,,Samsung,Wearables,,,"Samsung Galaxy Watch 5, latest model",Samsung,,2024-04-18,2024-04-18,TRUE,FALSE,,,2,,Review for Samsung Galaxy Watch 5: Not up to the mark,,,,986.93
2940,2024-04-01,,Dell XPS 13,,Dell,Computers,,,"Dell XPS 13, latest model",Dell,,2024-04-25,2024-04-25,TRUE,TRUE,,,4,,Review for Dell XPS 13: Excellent product,,,,914.72
2941,2024-01-20,,Sony WH-1000XM5,,Sony,Audio,,,"Sony WH-1000XM5, latest model",Sony,,2024-04-03,2024-04-03,TRUE,TRUE,,,4,,Review for Sony WH-1000XM5: Excellent product,,,,1905.61
2942,2024-03-16,,Garmin Venu 2 Plus,,Garmin,Wearables,,,"Garmin Venu 2 Plus, latest model",Garmin,,2024-04-19,2024-04-19,TRUE,FALSE,,,3,,Review for Garmin Venu 2 Plus: Not up to the mark,,,,556.92
2943,2024-01-10,,Samsung Galaxy Watch 5,,Samsung,Wearables,,,"Samsung Galaxy Watch 5, latest model",Samsung,,2024-04-11,2024-04-11,FALSE,FALSE,,,2,,Review for Samsung Galaxy Watch 5: Not up to the mark,,,,467.08
2944,2024-01-01,,Canon EOS R5,,Canon,Cameras,,,"Canon EOS R5, latest model",Canon,,2024-04-25,2024-04-25,FALSE,FALSE,,,2,,Review for Canon EOS R5: Not up to the mark,,,,911.45
2945,2024-02-08,,Samsung Galaxy S23,,Samsung,Mobile Phones,,,"Samsung Galaxy S23, latest model",Samsung,,2024-04-14,2024-04-14,FALSE,FALSE,,,2,,Review for Samsung Galaxy S23: Not up to the mark,,,,233.42
2946,2024-03-16,,Huawei MatePad Pro,,Huawei,Tablets,,,"Huawei MatePad Pro, latest model",Huawei,,2024-04-03,2024-04-03,TRUE,TRUE,,,2,,Review for Huawei MatePad Pro: Not up to the mark,,,,1425.98
2947,2024-02-11,,HP Spectre x360,,HP,Computers,,,"HP Spectre x360, latest model",HP,,2024-04-14,2024-04-14,TRUE,TRUE,,,5,,Review for HP Spectre x360: Excellent product,,,,754.18
2948,2024-01-09,,Microsoft Xbox Series X,,Microsoft,Gaming,,,"Microsoft Xbox Series X, latest model",Microsoft,,2024-04-09,2024-04-09,TRUE,FALSE,,,4,,Review for Microsoft Xbox Series X: Excellent product,,,,1376.43
2949,2024-03-26,,Google Pixel 7,,Google,Mobile Phones,,,"Google Pixel 7, latest model",Google,,2024-04-08,2024-04-08,TRUE,TRUE,,,3,,Review for Google Pixel 7: Not up to the mark,,,,230.1
2950,2024-01-19,,Microsoft Surface Go 3,,Microsoft,Tablets,,,"Microsoft Surface Go 3, latest model",Microsoft,,2024-04-09,2024-04-09,FALSE,FALSE,,,3,,Review for Microsoft Surface Go 3: Not up to the mark,,,,133.99
2951,2024-01-23,,Razer Edge,,Razer,Gaming,,,"Razer Edge, latest model",Razer,,2024-04-15,2024-04-15,FALSE,FALSE,,,3,,Review for Razer Edge: Not up to the mark,,,,265.78
2952,2024-01-21,,OnePlus 11,,OnePlus,Mobile Phones,,,"OnePlus 11, latest model",OnePlus,,2024-04-30,2024-04-30,FALSE,TRUE,,,3,,Review for OnePlus 11: Not up to the mark,,,,1468.66
2953,2024-02-04,,Sony PlayStation 5,,Sony,Gaming,,,"Sony PlayStation 5, latest model",Sony,,2024-04-14,2024-04-14,FALSE,FALSE,,,2,,Review for Sony PlayStation 5: Not up to the mark,,,,1824.08
2954,2024-01-30,,Nikon Z7 II,,Nikon,Cameras,,,"Nikon Z7 II, latest model",Nikon,,2024-04-02,2024-04-02,FALSE,TRUE,,,5,,Review for Nikon Z7 II: Excellent product,,,,1331.13
2955,2024-01-22,,Apple iPhone 14,,Apple,Mobile Phones,,,"Apple iPhone 14, latest model",Apple,,2024-04-27,2024-04-27,FALSE,TRUE,,,5,,Review for Apple iPhone 14: Excellent product,,,,79.14
2956,2024-02-25,,Ring Video Doorbell 4,,Ring,Smart Home,,,"Ring Video Doorbell 4, latest model",Ring,,2024-04-21,2024-04-21,FALSE,TRUE,,,1,,Review for Ring Video Doorbell 4: Not up to the mark,,,,432.43
2957,2024-02-05,,JBL Charge 5,,JBL,Audio,,,"JBL Charge 5, latest model",JBL,,2024-04-10,2024-04-10,FALSE,FALSE,,,3,,Review for JBL Charge 5: Not up to the mark,,,,378.56
2958,2024-01-07,,Amazon Fire HD 10,,Amazon,Tablets,,,"Amazon Fire HD 10, latest model",Amazon,,2024-05-03,2024-05-03,FALSE,TRUE,,,4,,Review for Amazon Fire HD 10: Excellent product,,,,1045.36
2959,2024-04-26,,Ring Video Doorbell 4,,Ring,Smart Home,,,"Ring Video Doorbell 4, latest model",Ring,,2024-04-22,2024-04-22,TRUE,TRUE,,,3,,Review for Ring Video Doorbell 4: Not up to the mark,,,,1930.39
2960,2024-03-17,,Samsung Galaxy Tab S8,,Samsung,Tablets,,,"Samsung Galaxy Tab S8, latest model",Samsung,,2024-04-15,2024-04-15,TRUE,FALSE,,,4,,Review for Samsung Galaxy Tab S8: Excellent product,,,,1639.34
2961,2024-04-09,,Garmin Venu 2 Plus,,Garmin,Wearables,,,"Garmin Venu 2 Plus, latest model",Garmin,,2024-04-21,2024-04-21,TRUE,TRUE,,,4,,Review for Garmin Venu 2 Plus: Excellent product,,,,406.26
2962,2024-03-30,,Huawei P60 Pro,,Huawei,Mobile Phones,,,"Huawei P60 Pro, latest model",Huawei,,2024-04-29,2024-04-29,FALSE,FALSE,,,1,,Review for Huawei P60 Pro: Not up to the mark,,,,1255.08
2963,2024-01-29,,Fujifilm X-T4,,Fujifilm,Cameras,,,"Fujifilm X-T4, latest model",Fujifilm,,2024-04-04,2024-04-04,FALSE,FALSE,,,2,,Review for Fujifilm X-T4: Not up to the mark,,,,1110.75
2964,2024-03-24,,Logitech G Cloud,,Logitech,Gaming,,,"Logitech G Cloud, latest model",Logitech,,2024-04-14,2024-04-14,FALSE,FALSE,,,3,,Review for Logitech G Cloud: Not up to the mark,,,,67.36
2965,2024-01-16,,Amazfit Bip U Pro,,Amazfit,Wearables,,,"Amazfit Bip U Pro, latest model",Amazfit,,2024-04-02,2024-04-02,TRUE,FALSE,,,4,,Review for Amazfit Bip U Pro: Excellent product,,,,894.77
2966,2024-04-04,,Lenovo Tab P11,,Lenovo,Tablets,,,"Lenovo Tab P11, latest model",Lenovo,,2024-04-29,2024-04-29,FALSE,TRUE,,,5,,Review for Lenovo Tab P11: Excellent product,,,,1811.71
2967,2024-01-12,,HP Spectre x360,,HP,Computers,,,"HP Spectre x360, latest model",HP,,2024-04-05,2024-04-05,TRUE,TRUE,,,1,,Review for HP Spectre x360: Not up to the mark,,,,1774.17
2968,2024-04-04,,Panasonic Lumix GH6,,Panasonic,Cameras,,,"Panasonic Lumix GH6, latest model",Panasonic,,2024-04-25,2024-04-25,TRUE,TRUE,,,5,,Review for Panasonic Lumix GH6: Excellent product,,,,640.91
2969,2024-04-05,,Nintendo Switch OLED,,Nintendo,Gaming,,,"Nintendo Switch OLED, latest model",Nintendo,,2024-04-08,2024-04-08,TRUE,TRUE,,,3,,Review for Nintendo Switch OLED: Not up to the mark,,,,339.93
2970,2024-02-24,,Amazfit Bip U Pro,,Amazfit,Wearables,,,"Amazfit Bip U Pro, latest model",Amazfit,,2024-04-27,2024-04-27,TRUE,TRUE,,,4,,Review for Amazfit Bip U Pro: Excellent product,,,,1160.99
2971,2024-03-22,,Huawei MatePad Pro,,Huawei,Tablets,,,"Huawei MatePad Pro, latest model",Huawei,,2024-04-02,2024-04-02,TRUE,FALSE,,,3,,Review for Huawei MatePad Pro: Not up to the mark,,,,1665.47
2972,2024-03-13,,Lenovo Tab P11,,Lenovo,Tablets,,,"Lenovo Tab P11, latest model",Lenovo,,2024-04-24,2024-04-24,FALSE,TRUE,,,1,,Review for Lenovo Tab P11: Not up to the mark,,,,986.49
2973,2024-02-09,,Lenovo ThinkPad X1 Carbon,,Lenovo,Computers,,,"Lenovo ThinkPad X1 Carbon, latest model",Lenovo,,2024-04-06,2024-04-06,FALSE,TRUE,,,4,,Review for Lenovo ThinkPad X1 Carbon: Excellent product,,,,1937.48
2974,2024-04-16,,Apple iPhone 14,,Apple,Mobile Phones,,,"Apple iPhone 14, latest model",Apple,,2024-04-23,2024-04-23,FALSE,TRUE,,,5,,Review for Apple iPhone 14: Excellent product,,,,1111.96
2975,2024-01-29,,HP Spectre x360,,HP,Computers,,,"HP Spectre x360, latest model",HP,,2024-04-22,2024-04-22,FALSE,FALSE,,,4,,Review for HP Spectre x360: Excellent product,,,,854.01
2976,2024-01-04,,Amazon Fire HD 10,,Amazon,Tablets,,,"Amazon Fire HD 10, latest model",Amazon,,2024-04-01,2024-04-01,FALSE,TRUE,,,3,,Review for Amazon Fire HD 10: Not up to the mark,,,,1936.17
2977,2024-02-26,,Asus ZenBook 14,,Asus,Computers,,,"Asus ZenBook 14, latest model",Asus,,2024-04-29,2024-04-29,FALSE,FALSE,,,5,,Review for Asus ZenBook 14: Excellent product,,,,1774.51
2978,2024-02-19,,Fossil Gen 6,,Fossil,Wearables,,,"Fossil Gen 6, latest model",Fossil,,2024-04-19,2024-04-19,TRUE,FALSE,,,1,,Review for Fossil Gen 6: Not up to the mark,,,,1127.33
2979,2024-01-19,,Panasonic Lumix GH6,,Panasonic,Cameras,,,"Panasonic Lumix GH6, latest model",Panasonic,,2024-04-14,2024-04-14,FALSE,TRUE,,,5,,Review for Panasonic Lumix GH6: Excellent product,,,,633.92
2980,2024-02-09,,Amazon Echo Dot (5th Gen),,Amazon,Smart Home,,,"Amazon Echo Dot (5th Gen), latest model",Amazon,,2024-05-03,2024-05-03,TRUE,FALSE,,,2,,Review for Amazon Echo Dot (5th Gen): Not up to the mark,,,,1882.29
2981,2024-01-23,,Nikon Z7 II,,Nikon,Cameras,,,"Nikon Z7 II, latest model",Nikon,,2024-04-24,2024-04-24,TRUE,FALSE,,,4,,Review for Nikon Z7 II: Excellent product,,,,824.12
2982,2024-04-07,,Olympus OM-D E-M1X,,Olympus,Cameras,,,"Olympus OM-D E-M1X, latest model",Olympus,,2024-05-03,2024-05-03,TRUE,FALSE,,,3,,Review for Olympus OM-D E-M1X: Not up to the mark,,,,1202.84
2983,2024-02-03,,Samsung Galaxy Watch 5,,Samsung,Wearables,,,"Samsung Galaxy Watch 5, latest model",Samsung,,2024-04-26,2024-04-26,TRUE,FALSE,,,5,,Review for Samsung Galaxy Watch 5: Excellent product,,,,1076.8
2984,2024-01-16,,Apple HomePod mini,,Apple,Smart Home,,,"Apple HomePod mini, latest model",Apple,,2024-04-11,2024-04-11,FALSE,TRUE,,,3,,Review for Apple HomePod mini: Not up to the mark,,,,1849.63
2985,2024-01-06,,Canon EOS R5,,Canon,Cameras,,,"Canon EOS R5, latest model",Canon,,2024-04-04,2024-04-04,TRUE,FALSE,,,3,,Review for Canon EOS R5: Not up to the mark,,,,1753.99
2986,2024-02-05,,Fossil Gen 6,,Fossil,Wearables,,,"Fossil Gen 6, latest model",Fossil,,2024-04-09,2024-04-09,TRUE,FALSE,,,1,,Review for Fossil Gen 6: Not up to the mark,,,,1583.19
2987,2024-02-23,,Amazfit Bip U Pro,,Amazfit,Wearables,,,"Amazfit Bip U Pro, latest model",Amazfit,,2024-04-01,2024-04-01,FALSE,FALSE,,,2,,Review for Amazfit Bip U Pro: Not up to the mark,,,,706.06
2988,2024-03-30,,Panasonic Lumix GH6,,Panasonic,Cameras,,,"Panasonic Lumix GH6, latest model",Panasonic,,2024-04-29,2024-04-29,TRUE,TRUE,,,1,,Review for Panasonic Lumix GH6: Not up to the mark,,,,972.15
2989,2024-02-10,,Google Nest Hub (2nd Gen),,Google,Smart Home,,,"Google Nest Hub (2nd Gen), latest model",Google,,2024-04-07,2024-04-07,FALSE,FALSE,,,2,,Review for Google Nest Hub (2nd Gen): Not up to the mark,,,,1111.71
2990,2024-01-16,,Ecobee Smart Thermostat Premium,,Ecobee,Smart Home,,,"Ecobee Smart Thermostat Premium, latest model",Ecobee,,2024-04-28,2024-04-28,TRUE,TRUE,,,1,,Review for Ecobee Smart Thermostat Premium: Not up to the mark,,,,1248.64
2991,2024-03-19,,Panasonic Lumix GH6,,Panasonic,Cameras,,,"Panasonic Lumix GH6, latest model",Panasonic,,2024-04-19,2024-04-19,FALSE,FALSE,,,1,,Review for Panasonic Lumix GH6: Not up to the mark,,,,353.58
2992,2024-03-05,,Valve Steam Deck,,Valve,Gaming,,,"Valve Steam Deck, latest model",Valve,,2024-04-15,2024-04-15,FALSE,FALSE,,,4,,Review for Valve Steam Deck: Excellent product,,,,366.68
2993,2024-04-25,,Sony PlayStation 5,,Sony,Gaming,,,"Sony PlayStation 5, latest model",Sony,,2024-04-18,2024-04-18,TRUE,FALSE,,,5,,Review for Sony PlayStation 5: Excellent product,,,,614.91
2994,2024-01-02,,Google Pixel 7,,Google,Mobile Phones,,,"Google Pixel 7, latest model",Google,,2024-04-24,2024-04-24,FALSE,FALSE,,,2,,Review for Google Pixel 7: Not up to the mark,,,,1134.33
2995,2024-04-28,,Oppo Find X6 Pro,,Oppo,Mobile Phones,,,"Oppo Find X6 Pro, latest model",Oppo,,2024-04-16,2024-04-16,FALSE,TRUE,,,2,,Review for Oppo Find X6 Pro: Not up to the mark,,,,1230.36
2996,2024-04-30,,Sony PlayStation 5,,Sony,Gaming,,,"Sony PlayStation 5, latest model",Sony,,2024-04-06,2024-04-06,FALSE,TRUE,,,1,,Review for Sony PlayStation 5: Not up to the mark,,,,584.85
2997,2024-01-21,,Olympus OM-D E-M1X,,Olympus,Cameras,,,"Olympus OM-D E-M1X, latest model",Olympus,,2024-04-15,2024-04-15,FALSE,FALSE,,,2,,Review for Olympus OM-D E-M1X: Not up to the mark,,,,578.94
2998,2024-01-18,,Fitbit Charge 5,,Fitbit,Wearables,,,"Fitbit Charge 5, latest model",Fitbit,,2024-04-03,2024-04-03,FALSE,TRUE,,,2,,Review for Fitbit Charge 5: Not up to the mark,,,,1199.58
2999,2024-01-22,,Amazfit Bip U Pro,,Amazfit,Wearables,,,"Amazfit Bip U Pro, latest model",Amazfit,,2024-04-01,2024-04-01,TRUE,FALSE,,,1,,Review for Amazfit Bip U Pro: Not up to the mark,,,,1088.64
3000,2024-02-10,,OnePlus 11,,OnePlus,Mobile Phones,,,"OnePlus 11, latest model",OnePlus,,2024-04-16,2024-04-16,FALSE,FALSE,,,2,,Review for OnePlus 11: Not up to the mark,,,,508.94
3001,2024-02-05,,Apple iPhone 14,,Apple,Mobile Phones,,,"Apple iPhone 14, latest model",Apple,,2024-05-02,2024-05-02,TRUE,TRUE,,,4,,Review for Apple iPhone 14: Excellent product,,,,1746.83
3002,2024-03-04,,Apple HomePod mini,,Apple,Smart Home,,,"Apple HomePod mini, latest model",Apple,,2024-04-09,2024-04-09,TRUE,TRUE,,,4,,Review for Apple HomePod mini: Excellent product,,,,1446.68
3003,2024-04-30,,Fossil Gen 6,,Fossil,Wearables,,,"Fossil Gen 6, latest model",Fossil,,2024-04-28,2024-04-28,TRUE,TRUE,,,5,,Review for Fossil Gen 6: Excellent product,,,,1531.06
3004,2024-01-29,,LG Gram 17,,LG,Computers,,,"LG Gram 17, latest model",LG,,2024-04-13,2024-04-13,FALSE,TRUE,,,1,,Review for LG Gram 17: Not up to the mark,,,,1736.48
3005,2024-01-20,,Fitbit Charge 5,,Fitbit,Wearables,,,"Fitbit Charge 5, latest model",Fitbit,,2024-04-22,2024-04-22,FALSE,TRUE,,,5,,Review for Fitbit Charge 5: Excellent product,,,,1705.76
3006,2024-02-10,,Bose QuietComfort 45,,Bose,Audio,,,"Bose QuietComfort 45, latest model",Bose,,2024-04-25,2024-04-25,FALSE,TRUE,,,2,,Review for Bose QuietComfort 45: Not up to the mark,,,,1917.97
3007,2024-01-04,,Nikon Z7 II,,Nikon,Cameras,,,"Nikon Z7 II, latest model",Nikon,,2024-04-29,2024-04-29,TRUE,FALSE,,,3,,Review for Nikon Z7 II: Not up to the mark,,,,890.4
3008,2024-04-28,,Oppo Find X6 Pro,,Oppo,Mobile Phones,,,"Oppo Find X6 Pro, latest model",Oppo,,2024-04-02,2024-04-02,TRUE,FALSE,,,2,,Review for Oppo Find X6 Pro: Not up to the mark,,,,828.05
3009,2024-04-04,,Amazon Fire HD 10,,Amazon,Tablets,,,"Amazon Fire HD 10, latest model",Amazon,,2024-04-17,2024-04-17,TRUE,TRUE,,,2,,Review for Amazon Fire HD 10: Not up to the mark,,,,738.61
3010,2024-01-31,,Amazon Echo Dot (5th Gen),,Amazon,Smart Home,,,"Amazon Echo Dot (5th Gen), latest model",Amazon,,2024-04-07,2024-04-07,FALSE,TRUE,,,4,,Review for Amazon Echo Dot (5th Gen): Excellent product,,,,540.12
3011,2024-04-24,,Sony WH-1000XM5,,Sony,Audio,,,"Sony WH-1000XM5, latest model",Sony,,2024-04-02,2024-04-02,FALSE,FALSE,,,4,,Review for Sony WH-1000XM5: Excellent product,,,,240.02
3012,2024-01-22,,Sony PlayStation 5,,Sony,Gaming,,,"Sony PlayStation 5, latest model",Sony,,2024-04-09,2024-04-09,FALSE,TRUE,,,1,,Review for Sony PlayStation 5: Not up to the mark,,,,830.5
3013,2024-03-23,,Nikon Z7 II,,Nikon,Cameras,,,"Nikon Z7 II, latest model",Nikon,,2024-05-02,2024-05-02,TRUE,TRUE,,,3,,Review for Nikon Z7 II: Not up to the mark,,,,369.72
3014,2024-03-24,,Huawei MatePad Pro,,Huawei,Tablets,,,"Huawei MatePad Pro, latest model",Huawei,,2024-04-15,2024-04-15,FALSE,TRUE,,,2,,Review for Huawei MatePad Pro: Not up to the mark,,,,590.55
3015,2024-02-06,,Amazon Fire HD 10,,Amazon,Tablets,,,"Amazon Fire HD 10, latest model",Amazon,,2024-04-08,2024-04-08,TRUE,FALSE,,,3,,Review for Amazon Fire HD 10: Not up to the mark,,,,1271.97
3016,2024-03-22,,Garmin Venu 2 Plus,,Garmin,Wearables,,,"Garmin Venu 2 Plus, latest model",Garmin,,2024-04-23,2024-04-23,FALSE,TRUE,,,3,,Review for Garmin Venu 2 Plus: Not up to the mark,,,,487.24
3017,2024-02-17,,Google Nest Hub (2nd Gen),,Google,Smart Home,,,"Google Nest Hub (2nd Gen), latest model",Google,,2024-04-05,2024-04-05,FALSE,FALSE,,,3,,Review for Google Nest Hub (2nd Gen): Not up to the mark,,,,1988.12
3018,2024-01-01,,Apple HomePod mini,,Apple,Smart Home,,,"Apple HomePod mini, latest model",Apple,,2024-05-03,2024-05-03,TRUE,TRUE,,,1,,Review for Apple HomePod mini: Not up to the mark,,,,1716.92
3019,2024-02-21,,Samsung Galaxy S23,,Samsung,Mobile Phones,,,"Samsung Galaxy S23, latest model",Samsung,,2024-04-06,2024-04-06,TRUE,TRUE,,,3,,Review for Samsung Galaxy S23: Not up to the mark,,,,1528.86
3020,2024-04-06,,Fujifilm X-T4,,Fujifilm,Cameras,,,"Fujifilm X-T4, latest model",Fujifilm,,2024-04-06,2024-04-06,FALSE,FALSE,,,3,,Review for Fujifilm X-T4: Not up to the mark,,,,292.27
3021,2024-04-01,,Sennheiser HD 660S,,Sennheiser,Audio,,,"Sennheiser HD 660S, latest model",Sennheiser,,2024-04-01,2024-04-01,TRUE,TRUE,,,3,,Review for Sennheiser HD 660S: Not up to the mark,,,,1677.44
3022,2024-01-14,,Nintendo Switch OLED,,Nintendo,Gaming,,,"Nintendo Switch OLED, latest model",Nintendo,,2024-04-08,2024-04-08,TRUE,TRUE,,,3,,Review for Nintendo Switch OLED: Not up to the mark,,,,1938.8
3023,2024-03-08,,Amazon Fire HD 10,,Amazon,Tablets,,,"Amazon Fire HD 10, latest model",Amazon,,2024-04-27,2024-04-27,TRUE,TRUE,,,4,,Review for Amazon Fire HD 10: Excellent product,,,,222.41
3024,2024-03-02,,Microsoft Xbox Series X,,Microsoft,Gaming,,,"Microsoft Xbox Series X, latest model",Microsoft,,2024-04-26,2024-04-26,TRUE,FALSE,,,1,,Review for Microsoft Xbox Series X: Not up to the mark,,,,211.5
3025,2024-02-26,,Beats Studio Buds,,Beats,Audio,,,"Beats Studio Buds, latest model",Beats,,2024-04-01,2024-04-01,FALSE,TRUE,,,3,,Review for Beats Studio Buds: Not up to the mark,,,,130.38
3026,2024-01-11,,Huawei P60 Pro,,Huawei,Mobile Phones,,,"Huawei P60 Pro, latest model",Huawei,,2024-04-21,2024-04-21,FALSE,FALSE,,,1,,Review for Huawei P60 Pro: Not up to the mark,,,,742.98
3027,2024-02-12,,Apple AirPods Pro 2,,Apple,Audio,,,"Apple AirPods Pro 2, latest model",Apple,,2024-04-22,2024-04-22,FALSE,TRUE,,,4,,Review for Apple AirPods Pro 2: Excellent product,,,,353.24
3028,2024-03-06,,HP Spectre x360,,HP,Computers,,,"HP Spectre x360, latest model",HP,,2024-04-13,2024-04-13,FALSE,FALSE,,,2,,Review for HP Spectre x360: Not up to the mark,,,,663.0
3029,2024-01-08,,OnePlus 11,,OnePlus,Mobile Phones,,,"OnePlus 11, latest model",OnePlus,,2024-04-23,2024-04-23,TRUE,FALSE,,,3,,Review for OnePlus 11: Not up to the mark,,,,760.98
3030,2024-01-27,,Apple Watch Series 8,,Apple,Wearables,,,"Apple Watch Series 8, latest model",Apple,,2024-04-05,2024-04-05,FALSE,FALSE,,,1,,Review for Apple Watch Series 8: Not up to the mark,,,,405.57
3031,2024-04-30,,Philips Hue White and Color Ambiance,,Philips,Smart Home,,,"Philips Hue White and Color Ambiance, latest model",Philips,,2024-04-27,2024-04-27,TRUE,FALSE,,,4,,Review for Philips Hue White and Color Ambiance: Excellent product,,,,114.47
3032,2024-04-23,,Microsoft Xbox Series X,,Microsoft,Gaming,,,"Microsoft Xbox Series X, latest model",Microsoft,,2024-04-09,2024-04-09,TRUE,TRUE,,,1,,Review for Microsoft Xbox Series X: Not up to the mark,,,,1281.22
3033,2024-03-25,,Ecobee Smart Thermostat Premium,,Ecobee,Smart Home,,,"Ecobee Smart Thermostat Premium, latest model",Ecobee,,2024-04-13,2024-04-13,FALSE,TRUE,,,2,,Review for Ecobee Smart Thermostat Premium: Not up to the mark,,,,1501.65
3034,2024-04-30,,Sennheiser HD 660S,,Sennheiser,Audio,,,"Sennheiser HD 660S, latest model",Sennheiser,,2024-04-02,2024-04-02,FALSE,FALSE,,,5,,Review for Sennheiser HD 660S: Excellent product,,,,99.37
3035,2024-03-19,,Dell XPS 13,,Dell,Computers,,,"Dell XPS 13, latest model",Dell,,2024-04-04,2024-04-04,TRUE,FALSE,,,3,,Review for Dell XPS 13: Not up to the mark,,,,1088.77
3036,2024-03-17,,Microsoft Surface Go 3,,Microsoft,Tablets,,,"Microsoft Surface Go 3, latest model",Microsoft,,2024-04-19,2024-04-19,TRUE,FALSE,,,1,,Review for Microsoft Surface Go 3: Not up to the mark,,,,686.11
3037,2024-02-28,,Lenovo Tab P11,,Lenovo,Tablets,,,"Lenovo Tab P11, latest model",Lenovo,,2024-04-25,2024-04-25,TRUE,FALSE,,,2,,Review for Lenovo Tab P11: Not up to the mark,,,,1520.24
